temperature,vibration,pressure,rpm,runtime_hours,load_percent,oil_quality_index,failure_within_30_days
76.05,5.27,46.81,3070,11393,86.34,57.53,1
79.7,6.44,47.92,3064,11540,65.92,98.47,0
78.65,3.88,83.57,3621,10202,75.6,59.82,0
73.9,5.91,36.52,3818,10379,97.73,81.62,1
68.63,4.59,60.96,2683,8437,63.56,79.97,0
101.57,2.89,58.48,3137,9491,54.21,89.62,0
69.58,4.04,59.67,2842,8092,76.47,47.13,1
67.01,3.96,72.31,2484,14351,81.32,85.37,0
80.21,3.25,72.02,2935,20142,69.99,71.13,0
78.02,5.27,48.69,3136,9898,86.06,63.0,1
58.14,4.92,57.72,2908,8967,64.38,68.24,0
88.47,1.64,28.9,2359,10279,70.3,87.55,0
73.87,1.53,56.39,2568,5710,74.74,82.97,0
61.67,5.26,43.88,2572,12825,73.17,70.08,1
89.27,3.03,52.39,2379,11206,97.04,54.91,1
82.51,5.04,31.4,2957,6898,74.65,55.97,1
59.83,5.91,60.67,3009,13510,62.53,83.3,0
96.33,2.21,31.25,3290,9095,77.5,52.83,1
82.91,1.96,57.08,2371,4150,86.16,70.23,1
74.88,7.51,37.83,2511,10758,81.94,100.0,0
94.08,5.13,43.11,3577,10185,80.94,78.89,1
76.91,3.75,71.17,2718,13802,41.04,83.13,1
74.66,2.82,63.23,2815,13158,23.13,56.08,0
67.08,3.58,71.09,2712,8454,90.95,53.59,1
81.98,2.36,76.84,3367,6640,75.9,83.94,1
80.72,6.09,44.18,3386,9009,67.61,67.76,1
75.18,3.1,75.99,3357,10817,80.5,89.6,0
65.52,6.47,34.48,2813,11419,102.69,74.15,1
76.56,3.78,65.45,2364,10507,93.44,100.0,0
74.16,2.62,48.09,3763,8546,85.32,64.92,0
59.0,3.73,41.98,3228,13984,52.04,77.84,0
57.34,0.2,63.6,2572,5628,54.38,60.09,0
81.78,4.28,68.23,3512,21397,25.04,88.98,0
43.78,4.19,67.81,2532,12815,79.4,80.11,0
77.46,5.98,58.01,3505,3363,87.96,59.08,1
69.26,1.1,56.85,3539,9926,89.42,68.74,0
90.7,6.59,62.38,2339,12863,80.16,94.08,1
69.08,5.98,59.25,3091,7253,65.23,92.28,0
82.91,6.75,62.58,3191,1524,57.84,52.28,1
70.24,4.41,57.86,4107,3805,53.14,66.51,0
76.36,6.33,66.8,2429,11710,65.06,100.0,0
83.84,1.85,32.22,3516,227,50.4,70.99,0
69.45,5.78,53.16,2809,1753,99.61,76.25,0
86.96,3.11,35.63,2179,11684,44.56,88.9,0
63.08,1.53,58.87,2740,7887,64.45,53.52,1
78.54,2.48,77.99,2801,5521,33.15,59.4,0
86.07,4.51,48.36,2271,6526,73.34,68.64,1
82.92,3.02,56.78,2956,1646,67.96,91.57,0
98.0,5.18,65.59,3279,11422,61.58,88.8,1
65.84,1.25,26.05,2919,4967,51.21,84.3,0
58.45,0.67,47.69,2529,6321,68.04,71.41,0
63.07,6.97,60.1,2726,10734,58.2,90.44,0
82.93,6.13,14.44,2798,7717,65.54,71.21,1
80.98,2.61,41.32,2909,5477,103.23,82.17,1
76.23,4.49,70.41,3355,50,71.1,87.18,0
61.52,6.34,69.04,2936,10837,77.59,98.95,0
84.2,5.25,60.24,2099,9395,59.64,72.66,1
60.3,4.77,67.35,2519,6413,53.88,68.06,0
88.91,6.47,58.01,2883,3813,67.59,92.93,0
109.29,3.18,62.78,3362,9064,113.07,94.08,1
79.4,4.56,50.58,3449,11402,62.83,65.35,0
82.0,4.47,56.62,3687,9489,74.51,56.92,1
69.09,4.01,46.15,2865,17190,53.09,91.79,0
53.28,3.8,72.69,3182,12524,18.41,48.87,0
67.77,4.63,76.3,2073,8464,53.78,48.11,1
61.89,4.56,74.32,3015,12691,110.85,69.48,1
57.64,2.61,49.29,2262,9243,78.72,73.54,0
95.67,5.94,41.65,2769,9226,97.54,56.1,1
78.27,2.74,72.88,4200,15482,61.74,75.33,0
79.56,4.11,62.61,2952,4510,25.58,76.0,0
71.29,3.97,59.6,2368,9117,48.04,64.79,0
72.93,5.14,46.13,3004,14949,75.15,100.0,1
86.57,0.69,60.96,2541,10545,72.28,78.45,1
74.61,6.1,39.81,2320,7155,67.81,88.93,0
81.37,3.28,63.88,3852,469,58.46,50.16,1
72.65,6.7,74.3,3333,50,84.91,50.03,1
70.89,3.64,77.83,2973,19381,58.98,78.9,0
58.12,4.41,64.92,2604,10543,73.54,99.82,0
51.27,7.94,35.65,2645,6080,71.52,56.85,1
71.86,4.0,57.76,3571,10747,61.37,74.15,0
75.68,6.73,84.96,2953,4262,52.14,53.47,1
59.57,4.57,42.84,1259,7344,60.31,61.22,1
74.59,5.25,54.17,4010,4295,101.73,74.9,1
75.65,4.63,74.79,2892,1934,88.02,64.61,1
49.13,6.03,63.64,2972,50,86.37,52.42,0
64.02,3.27,89.72,3343,1012,53.84,52.08,0
79.89,2.73,44.74,3033,14106,42.12,43.71,1
79.64,3.35,41.14,3173,4066,87.74,79.15,0
61.16,4.68,72.14,2588,11674,84.29,80.96,0
76.9,4.1,38.26,2185,13783,70.47,80.89,1
87.27,5.78,52.25,2940,9083,61.33,58.36,1
84.32,6.85,54.08,3516,7507,41.65,87.09,1
73.86,2.74,69.5,2476,9665,83.61,82.6,1
69.38,3.18,63.6,2436,6917,89.35,72.11,0
67.45,1.91,61.4,3411,15020,55.78,69.65,1
80.61,8.15,49.37,2571,18383,54.27,62.26,1
77.34,5.05,72.01,2595,16249,90.34,74.88,1
82.55,5.36,110.0,2613,50,56.45,96.26,0
76.58,2.09,64.68,2768,6815,100.02,89.07,0
84.83,4.5,56.4,2013,9021,66.04,68.16,1
76.14,5.42,36.83,2530,11315,61.04,80.08,0
84.42,4.05,46.08,2915,363,68.81,55.48,1
85.45,6.44,52.01,2912,283,61.04,82.95,0
65.35,8.66,47.52,3379,15534,88.27,59.54,1
53.3,2.8,54.77,3720,6204,83.94,82.35,0
93.52,2.66,79.89,3556,1563,87.59,100.0,0
78.08,2.92,72.46,3257,3482,71.32,63.45,0
54.43,7.39,52.78,2726,10952,59.79,100.0,0
66.43,6.38,38.08,2488,4887,67.84,79.36,0
84.26,4.26,73.72,2809,10208,60.34,60.76,1
71.64,4.57,54.31,3093,4106,94.4,60.07,1
68.86,3.03,30.83,3211,279,86.04,100.0,0
91.81,6.1,64.97,3112,16122,66.35,79.39,1
62.43,3.82,69.36,2739,10991,51.32,63.51,0
65.42,4.03,21.04,3193,7331,95.74,68.95,1
77.54,5.6,43.46,3430,6393,70.46,78.46,0
79.69,4.16,53.45,3240,16325,65.66,71.87,1
80.96,4.08,65.28,2784,11958,95.89,77.19,1
85.93,4.52,47.78,2383,14734,58.82,98.6,0
77.38,5.93,43.35,2371,6082,62.26,55.08,1
80.87,7.46,65.18,2459,9253,63.85,81.67,1
71.89,5.55,48.44,2929,11011,44.3,70.91,0
75.75,5.95,62.59,3060,6250,73.68,64.51,0
76.29,4.14,39.44,2093,8522,54.28,88.08,0
77.58,3.23,36.07,2548,6082,57.73,50.08,1
84.27,5.68,65.57,2922,10995,55.32,36.5,1
81.66,4.81,58.54,2350,2393,57.43,75.37,0
75.53,1.94,67.91,3017,11860,52.9,69.93,0
65.29,3.91,47.54,2646,10554,72.45,51.71,1
75.81,4.35,43.87,2438,7983,65.2,46.34,1
74.66,3.58,74.05,2827,11248,68.86,100.0,0
77.32,7.17,33.68,2996,7175,110.37,78.95,1
101.48,5.36,72.52,2376,5649,65.2,72.29,1
68.71,6.97,73.49,2679,11719,78.89,100.0,0
80.07,4.97,67.04,3034,11935,80.94,87.33,0
87.82,4.65,45.37,2419,6464,66.87,98.54,0
76.18,2.81,43.57,1971,6035,72.93,54.3,1
103.05,4.52,52.06,2032,8085,68.37,53.74,1
70.46,4.52,36.87,2591,6240,71.65,81.26,0
78.89,2.04,41.54,2141,16626,57.44,78.22,0
65.41,3.53,64.03,2626,10582,59.1,90.74,0
70.78,3.92,64.09,3632,9073,68.3,47.54,0
77.99,5.24,40.31,2111,4336,32.51,82.55,0
85.16,5.33,64.47,2659,12695,94.93,86.84,1
78.83,3.45,61.36,3866,5942,106.9,86.04,1
90.11,5.34,76.14,3004,5736,71.07,65.9,1
73.86,4.17,62.97,2616,12863,79.98,79.78,0
71.01,0.2,69.82,2722,10937,87.46,60.37,0
107.45,3.63,61.68,3015,50,44.16,67.61,1
79.73,6.44,68.72,3648,8211,84.71,56.36,1
66.37,1.47,36.98,2535,9628,60.32,60.62,0
66.67,4.7,53.3,2421,7302,109.23,68.39,1
63.69,7.35,54.45,2111,9802,64.61,64.64,0
86.24,3.13,51.59,2852,50,84.35,60.62,1
70.63,4.5,61.21,2097,50,64.79,52.51,0
76.53,2.15,63.88,2568,4123,107.54,100.0,0
74.24,7.43,60.49,2346,10411,58.78,64.49,1
83.78,4.35,52.52,3337,50,88.97,76.95,1
64.84,4.58,44.7,2546,4782,79.28,45.62,1
62.09,6.94,70.36,2998,50,75.28,92.36,0
77.69,5.69,59.9,1998,7787,72.12,74.51,1
82.21,2.92,40.74,2866,18789,55.99,65.34,0
78.99,3.33,52.29,2198,7914,21.45,65.47,0
65.29,5.39,30.59,2587,8462,87.34,85.04,1
83.13,3.38,55.5,3906,13196,59.2,27.7,1
66.07,0.69,52.22,3266,9107,89.05,59.64,0
68.74,4.4,46.96,2736,7925,74.33,70.21,0
63.67,1.84,77.18,4200,13633,89.6,70.04,0
90.61,7.41,38.81,2342,11359,82.43,100.0,1
82.6,4.82,64.89,3383,10443,23.64,66.94,0
82.26,2.87,85.61,2034,8306,79.07,86.85,0
89.97,3.24,70.08,2678,7270,61.81,99.17,0
108.75,1.1,54.56,2126,13586,88.97,82.06,1
54.49,2.52,39.12,2929,7318,78.64,61.89,0
66.14,6.33,35.93,2828,15156,78.85,52.73,1
67.61,8.52,49.24,2646,3764,63.1,83.18,1
64.79,5.81,45.38,3346,16169,51.57,96.68,0
62.07,4.33,44.93,2516,11360,60.21,80.19,0
71.4,3.72,50.43,2963,4157,35.6,90.5,0
60.4,2.78,53.57,3210,11545,57.37,100.0,0
79.02,8.21,61.79,2058,5748,41.65,84.56,0
75.62,4.16,37.67,2426,9167,42.12,55.49,1
80.77,8.31,45.45,2827,6567,70.1,72.77,1
81.09,7.01,52.76,3115,8335,77.61,92.55,1
82.24,1.37,52.26,3511,13707,67.43,68.27,0
70.52,3.3,80.71,2692,11593,59.02,94.59,0
100.45,3.3,58.25,2642,3373,50.95,71.0,0
77.81,4.36,32.41,2364,3660,62.29,77.02,0
52.65,4.39,60.85,2965,10354,53.2,66.74,0
62.97,9.89,62.64,2651,10716,66.87,74.39,1
54.11,2.56,53.25,2663,5628,40.61,75.19,0
75.21,4.91,38.01,2753,16957,80.62,47.87,1
73.54,5.61,79.61,3076,13067,57.79,65.38,1
69.38,4.5,40.02,2518,5872,74.77,53.5,1
99.13,4.7,64.25,2414,5389,83.97,65.89,1
81.59,2.62,57.8,3016,7861,73.9,60.07,0
83.71,4.69,63.41,1287,7341,82.38,87.18,1
63.83,5.42,78.9,2498,15281,30.8,87.35,0
63.01,5.09,62.86,2224,13923,59.13,80.4,0
75.44,5.53,47.18,3402,9175,87.86,52.99,1
77.08,7.04,70.48,2580,12390,77.17,70.53,0
52.72,6.19,46.16,2520,13115,101.27,51.79,1
72.84,4.63,57.29,2776,9291,98.68,69.79,0
75.17,2.39,36.9,2502,11013,73.39,81.71,1
72.42,3.42,40.53,2599,11971,63.46,86.88,0
65.24,4.1,55.72,2849,11438,50.75,79.09,0
68.53,4.95,60.15,2589,5106,59.44,90.88,0
72.88,3.64,31.17,2585,5611,60.65,75.9,0
76.09,2.82,61.96,2295,7557,57.32,68.5,0
82.26,2.36,43.53,2223,5467,51.47,85.1,0
87.97,1.53,72.92,2830,1634,75.23,85.6,0
71.47,4.08,50.07,2953,12380,98.54,64.14,1
69.53,1.85,39.27,2086,10732,84.8,77.68,0
80.25,2.7,56.06,3180,2303,62.2,67.59,1
82.33,3.79,42.17,3182,7795,86.25,41.87,1
69.79,2.1,72.77,3287,8079,74.24,78.6,0
84.48,5.18,55.01,2950,9910,67.27,52.58,1
86.76,5.83,52.88,3119,3590,66.14,76.92,0
90.5,3.51,63.29,3893,2230,64.4,48.97,1
96.34,3.71,40.93,2649,11599,79.72,61.2,1
64.6,5.47,36.95,2277,1330,70.51,65.5,0
75.17,3.21,60.72,2033,7837,54.89,90.03,0
75.14,3.09,39.6,3678,7370,54.02,64.0,0
73.82,6.65,39.6,3684,8384,73.51,55.88,1
67.21,6.09,66.71,2338,10264,75.72,77.47,0
57.17,5.58,62.35,2436,16993,62.36,68.75,0
76.11,6.17,37.45,2638,1003,47.62,83.86,0
65.78,0.94,46.33,3412,13383,90.52,56.82,0
76.03,6.94,42.35,2156,50,86.69,75.16,1
65.47,5.21,79.87,1817,15969,32.23,100.0,0
61.8,6.32,67.68,3884,50,92.11,68.41,1
77.81,5.2,49.11,2956,21182,64.24,74.8,1
76.81,4.59,63.07,3027,7051,71.42,47.08,1
81.95,4.0,36.01,2697,15452,88.49,59.21,1
101.23,5.16,45.58,3033,14421,97.75,78.9,1
78.33,3.94,56.47,2043,6818,86.05,67.05,0
80.82,6.06,61.33,2380,7201,72.34,81.22,1
62.07,1.64,53.64,2853,4814,43.24,78.37,0
59.56,3.53,58.47,1665,12937,31.53,52.23,0
93.99,8.18,56.1,2649,6883,83.81,87.23,1
63.92,3.37,52.71,2618,4905,92.16,53.36,1
62.47,4.07,50.85,2649,11686,53.34,60.53,1
74.53,2.91,49.03,2524,4514,63.14,75.44,0
73.92,5.1,58.25,2302,7355,57.97,95.51,0
64.17,3.17,60.75,1889,9536,57.49,56.94,0
71.34,4.17,57.78,2872,5788,87.35,74.22,1
89.75,6.03,38.5,2650,6542,71.93,74.34,1
65.33,3.24,41.02,2112,16675,63.87,81.86,0
58.28,5.92,60.58,2831,7979,115.84,89.76,0
86.31,5.98,75.6,2653,7202,42.18,65.94,0
80.91,6.4,57.13,2569,8124,77.86,87.18,1
67.55,4.75,49.24,1722,11272,49.12,91.95,0
56.01,10.33,58.14,3141,3831,65.17,98.76,0
66.06,6.4,39.08,2183,11136,70.68,79.53,1
74.34,5.08,73.33,2832,10279,83.2,74.36,1
88.99,2.92,57.61,2396,57,63.3,64.88,1
62.56,4.33,45.63,2606,17971,61.39,50.12,1
73.99,7.07,52.66,3376,16304,62.98,67.83,1
83.1,7.58,47.62,3066,4997,48.56,73.69,0
46.42,7.16,73.36,3365,3388,79.38,70.36,0
87.41,5.91,52.17,2965,10140,73.06,80.97,1
60.81,2.24,57.18,2998,1871,75.83,50.19,0
78.98,5.38,63.03,1909,15821,66.75,69.27,1
77.96,2.27,44.63,2641,6658,64.53,100.0,0
88.02,1.82,57.71,2688,17109,89.16,86.93,0
81.61,4.93,58.84,3412,4878,86.39,81.24,0
46.47,5.44,33.24,2547,8439,93.47,77.86,0
65.58,6.13,58.54,2932,15336,74.71,66.52,1
76.66,5.39,54.36,2913,7384,92.35,45.69,1
72.66,5.46,56.82,3379,10360,60.51,78.86,0
80.73,2.73,55.5,2733,14463,64.38,35.27,1
84.47,4.31,58.63,3214,6220,89.51,67.12,1
82.3,1.79,73.72,1948,2691,83.18,71.95,0
72.43,0.89,38.49,1993,1706,62.77,65.29,0
52.84,5.83,50.21,1658,11917,49.17,100.0,0
69.53,3.14,64.33,3193,10944,64.33,99.37,0
80.0,6.07,61.73,3137,14308,55.67,87.49,1
61.91,6.5,61.43,3248,7630,99.04,58.12,1
82.58,3.39,93.55,2461,1846,81.68,100.0,0
85.9,5.56,63.6,2518,50,54.21,81.28,0
76.52,3.31,70.83,2739,23340,49.19,57.87,1
38.23,1.18,50.7,3522,11635,53.99,72.49,0
59.66,4.72,41.1,3647,9684,57.94,86.38,0
97.63,3.65,50.6,3197,10393,65.0,63.02,1
68.44,3.71,64.97,2966,1843,88.06,74.11,0
51.19,8.06,60.7,3468,5026,50.6,76.75,0
89.82,1.75,60.65,2672,17717,109.21,55.49,1
75.16,5.19,52.0,2605,12292,51.02,67.95,0
88.26,2.71,49.77,2735,5182,42.64,56.62,0
78.32,6.13,52.48,2311,2866,98.39,85.03,1
80.5,5.04,65.14,2712,6422,91.78,58.38,1
79.36,5.18,66.77,2241,7423,64.72,76.38,0
83.37,2.8,40.91,3313,19246,74.86,51.15,1
102.33,3.12,65.67,3072,8059,75.32,55.0,1
86.65,6.17,45.89,3515,3052,70.46,54.27,1
56.04,7.69,61.56,1985,8707,44.66,67.66,0
80.36,5.36,52.31,3751,10322,23.32,74.71,1
88.7,2.88,76.92,2014,2597,52.79,77.47,0
89.43,5.11,49.15,2201,11011,100.69,45.42,1
69.88,8.87,57.5,2490,15045,101.4,69.47,1
88.98,4.68,63.49,3454,9693,63.29,60.74,1
86.13,7.13,42.76,2913,5015,50.76,80.01,0
105.87,3.17,53.98,2678,6356,73.01,67.99,1
66.0,4.42,51.27,2404,706,75.9,70.79,0
68.91,5.62,47.81,2112,8331,78.81,60.83,1
71.33,5.22,48.84,3366,10554,22.51,97.87,0
69.12,3.12,70.57,3199,4517,120.0,52.75,1
64.32,3.04,46.62,3476,18699,88.38,66.0,0
41.85,6.28,62.93,2998,12961,64.44,73.61,0
69.78,6.64,59.4,1479,50,55.07,68.23,0
79.43,7.22,35.44,2178,139,85.77,60.54,1
69.08,7.75,62.27,3032,4080,76.92,44.82,1
98.22,4.74,35.21,2615,16866,69.66,61.63,1
75.16,3.94,63.79,2521,13455,76.25,57.61,0
90.49,6.93,47.9,2248,17119,65.97,97.19,0
78.14,5.78,55.12,3274,9051,75.23,100.0,0
84.92,2.73,36.88,3028,7953,81.07,71.24,1
78.35,2.64,56.71,3051,2762,74.18,50.93,1
91.43,5.39,67.98,2483,10748,73.24,83.07,0
75.67,4.18,43.7,2888,8019,93.07,57.28,1
80.95,4.45,46.5,2131,7827,39.25,63.76,1
79.4,6.43,61.36,2735,17090,53.64,62.57,1
71.54,5.87,61.71,1536,8368,68.48,64.49,0
79.86,6.89,20.92,2016,15655,54.86,66.68,1
101.81,1.02,83.22,2639,1060,60.87,52.3,1
71.76,4.96,62.4,3988,22441,91.18,61.47,1
80.03,5.75,64.76,1900,7134,65.32,87.3,1
90.09,1.75,52.99,2178,12536,35.07,71.5,0
88.68,3.32,29.03,2908,13331,60.38,73.88,0
75.14,2.99,64.45,3685,6513,69.05,38.52,1
46.4,4.54,47.09,2901,13095,68.71,86.22,0
81.2,7.43,62.62,3151,13355,78.01,61.72,1
48.37,8.14,51.94,2631,5434,76.54,88.86,0
92.64,3.03,58.33,2545,5493,65.5,74.31,0
77.03,5.45,44.15,2841,9227,46.53,63.57,1
87.0,5.51,67.1,2471,8423,60.06,46.83,1
64.17,5.2,38.36,3162,15966,56.79,100.0,0
56.37,5.22,86.44,1997,12513,62.87,84.05,0
78.13,5.05,86.33,3245,8648,80.44,84.95,1
74.6,7.54,77.86,2820,12030,75.27,99.28,0
69.1,6.48,72.86,2693,50,82.83,75.36,0
76.02,2.59,53.82,1979,5923,61.09,92.29,0
108.21,5.93,71.33,2310,10439,95.15,64.82,1
85.01,6.11,53.65,3399,14577,80.11,83.06,1
87.59,5.07,33.25,2696,9999,70.02,62.55,1
85.13,6.54,76.04,2939,16291,78.86,64.44,1
92.75,4.84,70.8,2360,13340,55.84,73.46,0
72.72,4.86,54.56,2785,6558,30.04,52.99,1
50.34,4.72,37.85,2114,8300,57.08,76.94,0
72.74,0.87,46.79,2850,11042,81.45,67.32,0
84.74,4.36,29.5,2985,6757,69.44,42.19,1
63.36,3.3,68.23,2960,16656,65.54,65.14,0
72.88,2.36,32.55,2348,3456,52.74,66.82,0
66.7,7.08,59.02,2629,10581,32.8,84.79,0
93.02,5.41,43.19,3069,12677,93.65,76.28,1
83.99,4.45,35.03,2694,7433,64.26,93.71,0
82.82,3.48,58.34,2656,6306,60.27,79.8,0
82.46,5.03,50.33,3752,8620,55.91,63.69,1
74.55,6.28,66.73,2325,13060,90.58,71.12,1
77.37,3.01,37.25,3340,6501,83.86,66.78,1
60.78,4.49,44.4,2223,3655,50.59,79.32,0
48.76,6.06,21.57,3127,14753,88.96,72.9,0
76.8,1.02,24.42,3154,10996,65.39,62.57,1
78.89,4.4,80.17,2545,14039,57.01,72.13,0
89.51,3.73,84.17,2191,12797,62.71,78.92,0
93.86,4.26,56.3,1815,19899,53.9,56.9,1
93.84,3.6,43.47,2492,14575,44.22,76.76,1
63.02,4.75,50.82,3063,5380,81.97,48.32,1
70.77,7.96,67.23,2261,11351,64.03,88.58,0
80.76,3.92,47.8,2848,6213,79.11,79.91,0
105.38,5.03,58.33,2062,6729,73.17,96.44,1
92.76,8.09,54.82,2683,1937,77.87,55.25,1
88.43,3.51,47.04,2226,7569,31.17,89.0,0
70.35,7.77,47.63,2761,11725,52.4,86.04,0
64.4,4.51,59.11,2549,8670,78.25,69.27,0
84.47,7.71,41.32,2205,3503,45.05,66.35,0
61.79,5.85,61.32,2471,1385,74.72,55.72,1
72.14,5.05,48.4,2333,19559,42.97,51.81,1
73.62,4.38,56.78,2143,10626,68.3,60.73,1
94.11,3.38,74.38,3341,4880,96.98,53.16,1
70.74,4.64,52.65,2620,11309,81.94,95.94,0
45.73,6.12,67.88,1699,19946,34.69,49.47,0
81.05,4.48,29.91,2488,12102,83.27,74.23,0
66.61,3.93,48.41,3257,50,100.8,78.54,0
75.51,4.05,55.39,2419,22261,118.35,77.36,1
73.96,6.29,81.93,3549,50,76.55,78.68,0
71.72,6.71,27.56,2372,7970,43.44,86.2,1
84.48,3.3,53.65,3052,3333,75.82,65.31,1
56.61,3.3,75.39,3318,5300,96.73,73.31,0
68.8,5.18,44.01,3025,10422,64.63,67.6,1
83.21,7.25,52.02,2113,50,86.78,91.54,1
67.63,6.56,59.64,2329,8549,52.89,100.0,0
55.69,2.25,57.58,3385,14737,74.7,54.09,1
83.02,4.02,76.92,2398,4784,23.19,41.53,1
88.48,2.82,61.28,3288,2049,50.89,80.54,0
74.46,4.02,73.59,2585,8303,67.89,88.06,0
51.47,7.39,49.96,2871,7308,61.46,100.0,0
83.47,1.94,44.63,2107,6024,44.59,83.07,0
55.08,1.59,51.84,2496,3058,59.01,92.94,0
78.71,3.01,38.77,2362,11596,73.93,96.9,0
64.35,5.02,61.77,2913,11976,66.45,93.97,0
61.08,5.62,49.6,2847,3672,69.1,85.22,0
69.7,5.29,45.59,3031,4364,81.18,52.77,1
72.8,6.62,61.98,2555,9682,61.82,71.87,1
67.27,1.33,38.99,2335,4175,92.47,76.5,0
82.06,6.64,65.79,2891,9893,50.19,70.5,0
69.65,3.94,48.3,2285,16340,102.7,71.43,1
86.76,5.82,71.23,3339,8701,88.03,95.51,1
78.37,2.12,49.5,2743,2932,61.59,60.65,0
66.63,4.51,63.85,2637,10961,62.79,83.99,0
64.61,4.93,57.51,3031,8112,71.72,76.75,1
55.23,6.58,65.41,2762,8249,78.78,59.14,0
78.49,1.65,56.54,1971,11377,87.7,55.85,1
70.74,4.56,31.71,2269,12455,43.87,46.48,1
46.53,2.55,69.12,3329,9178,75.87,79.28,0
68.57,5.41,53.77,2842,8697,29.9,71.05,0
64.19,5.9,66.05,1959,19318,64.81,59.61,1
93.91,6.82,64.66,2976,15003,94.17,43.86,1
54.57,3.54,44.17,2520,13168,42.48,78.49,0
57.7,6.17,42.19,2363,9656,39.21,69.39,0
88.32,6.95,64.17,2228,3971,71.97,61.29,1
91.28,1.54,50.75,3300,14637,92.97,57.54,1
66.06,5.6,68.11,1817,9721,73.86,68.42,1
67.41,6.23,52.51,2381,6114,33.72,79.05,0
82.39,4.03,69.33,2860,7784,37.7,67.05,0
47.07,2.32,60.93,3589,4169,69.76,54.17,0
52.67,6.2,59.03,3077,14287,46.77,71.13,0
71.63,2.34,49.76,2377,12415,70.46,87.68,0
93.6,4.18,58.25,3565,9908,71.53,72.6,0
69.77,4.43,71.7,2122,8786,59.18,73.03,0
76.21,5.79,54.24,2933,5597,100.67,67.11,1
88.61,3.37,62.44,3044,50,78.63,58.66,1
100.28,3.27,55.65,2359,1935,89.81,58.16,1
68.08,4.68,56.74,3149,5287,84.57,47.07,1
74.8,6.31,79.13,2543,4535,65.3,89.72,0
96.86,8.62,71.82,3148,10447,64.5,78.94,1
56.73,1.79,56.11,1880,13057,62.64,73.24,0
87.33,5.07,58.0,2967,8358,80.26,76.43,0
62.78,2.54,45.17,2594,16045,56.29,77.09,0
76.23,6.33,52.58,3375,5086,99.05,60.98,1
72.09,2.81,59.33,2778,8322,54.57,67.12,0
63.5,3.29,66.91,3425,8745,71.86,64.89,1
63.2,3.44,65.49,3054,14461,63.88,100.0,0
78.32,4.36,39.47,2736,9529,59.89,87.3,0
86.95,5.08,68.68,3194,9668,107.1,74.52,1
73.44,5.37,53.76,3197,726,60.1,92.49,0
75.84,4.49,41.18,3036,4500,62.52,90.6,0
81.85,2.11,73.71,1654,14480,56.05,51.29,0
63.34,5.81,75.49,2309,50,68.74,68.66,0
83.88,4.4,58.69,3492,15715,66.18,71.76,1
84.83,6.59,64.92,2172,11498,47.85,81.17,1
106.24,3.23,65.74,3241,5262,60.36,68.64,1
70.49,1.62,74.54,3153,4840,78.97,70.52,0
69.5,4.44,65.19,2437,18480,86.49,65.08,1
84.23,6.83,36.41,1802,16057,68.43,87.73,1
84.83,4.79,83.14,2516,8403,69.06,50.35,1
68.58,4.14,69.92,3839,9673,61.5,65.59,0
70.16,2.93,47.87,2368,5769,58.96,44.34,0
81.49,7.66,40.59,2403,9674,51.45,56.56,1
65.07,2.65,62.07,2301,5630,39.98,76.76,0
70.07,3.19,51.1,3407,8607,55.36,77.04,0
76.08,5.53,59.62,2679,18052,84.27,67.3,1
86.95,1.16,65.41,2487,8522,60.36,88.86,0
67.74,6.79,47.07,3507,3760,61.77,92.31,0
52.89,5.62,39.37,3090,2168,61.42,70.96,0
52.0,6.12,60.4,2340,9636,90.4,75.76,0
59.89,5.5,47.53,2188,5196,51.29,65.21,1
59.24,4.21,57.05,3379,10233,72.99,81.4,0
73.14,2.59,36.19,2808,902,66.77,54.09,0
60.73,4.25,51.47,2025,12451,69.22,98.94,0
66.57,2.74,65.01,1908,3699,72.4,89.1,0
65.71,5.38,63.48,2242,9231,69.03,54.02,1
69.71,5.95,43.96,2180,7308,82.27,60.16,1
90.87,7.16,38.64,1777,17592,67.47,78.32,1
82.94,5.17,55.22,2250,9857,99.4,66.93,1
75.19,6.16,62.85,2340,18727,68.8,80.17,1
69.47,3.97,60.67,2569,11804,37.34,66.61,0
69.8,3.64,47.83,3646,16127,79.49,94.87,0
78.93,5.35,59.17,2667,7956,75.06,72.12,1
82.01,3.8,76.03,2716,10728,68.59,100.0,0
64.11,4.98,57.87,3055,15093,63.33,81.04,0
75.44,2.59,32.14,2681,13525,29.94,51.76,1
50.62,2.91,57.84,3000,11655,32.96,100.0,0
77.54,5.64,83.62,2940,7360,97.66,88.48,1
84.15,6.1,36.98,2861,8206,57.46,77.7,1
71.64,2.73,55.42,4183,14688,85.38,81.7,1
96.8,5.71,51.83,3256,15730,39.15,54.16,1
64.43,3.54,56.34,2259,6036,49.16,44.93,0
77.61,4.53,57.72,2985,5281,80.22,71.37,1
74.57,7.05,70.96,2404,4479,66.15,92.68,0
73.8,5.95,56.19,3023,13149,77.68,77.94,0
73.63,5.93,72.88,2112,4353,67.75,97.64,0
76.29,7.94,53.35,2246,13088,64.26,91.82,0
85.18,3.23,50.1,2972,11728,55.76,72.31,1
91.53,2.73,45.63,3299,6275,46.51,89.76,0
74.97,3.2,29.56,3051,16819,93.25,94.84,0
84.78,4.04,58.86,3227,1689,96.21,70.8,0
66.58,0.26,83.76,2987,17298,49.3,68.79,0
84.19,4.13,61.42,2886,10594,48.13,74.11,0
